"Team_ID","Team_Name","Team_Abbr","3P","3PA","3Per","2P","2PA","2Per","3PA_Per","Season_Win_Per","Year","24+ ft. Atp","Less Than 8 ft. Atp","16-24 ft. Atp","8-16 ft. Atp","Back Court Atp"
1610612738,"Boston Celtics","BOS",467,1290,0.362,2484,5032,0.494,0.204,0.402,2005,1268,2748,1445,842,19
1610612740,"New Orleans Pelicans","NOP",300,885,0.339,2531,5543,0.457,0.138,0.463,2005,874,2772,1715,1056,NA
1610612757,"Portland Trail Blazers","POR",364,1042,0.349,2427,5225,0.464,0.166,0.256,2005,1021,2661,1775,789,21
1610612755,"Philadelphia 76ers","PHI",375,1031,0.364,2626,5515,0.476,0.158,0.463,2005,1017,2839,1442,1237,NA
1610612745,"Houston Rockets","HOU",469,1414,0.332,2239,4838,0.463,0.226,0.415,2005,1398,2417,1408,1018,NA
1610612754,"Indiana Pacers","IND",536,1536,0.349,2250,4738,0.475,0.245,0.5,2005,1520,2422,1242,1073,NA
1610612749,"Milwaukee Bucks","MIL",507,1335,0.38,2469,5231,0.472,0.203,0.488,2005,1330,2946,1260,1026,NA
1610612761,"Toronto Raptors","TOR",608,1620,0.375,2405,5019,0.479,0.244,0.329,2005,1599,2456,1422,1145,17
1610612741,"Chicago Bulls","CHI",560,1477,0.379,2444,5260,0.465,0.219,0.5,2005,1456,2498,1812,953,NA
1610612743,"Denver Nuggets","DEN",350,1076,0.325,2728,5596,0.487,0.161,0.537,2005,1052,2884,1868,845,23
1610612737,"Atlanta Hawks","ATL",424,1154,0.367,2522,5342,0.472,0.178,0.317,2005,1139,2933,1496,912,NA
1610612766,"Charlotte Hornets","CHA",428,1261,0.339,2533,5582,0.454,0.184,0.317,2005,1236,2837,1787,960,23
1610612752,"New York Knicks","NYK",320,884,0.362,2502,5321,0.47,0.142,0.28,2005,864,3134,1270,917,NA
1610612747,"Los Angeles Lakers","LAL",552,1583,0.349,2440,5024,0.486,0.24,0.549,2005,1566,2599,1509,915,NA
1610612742,"Dallas Mavericks","DAL",416,1113,0.374,2532,5262,0.481,0.175,0.732,2005,1090,2461,1390,1411,NA
1610612764,"Washington Wizards","WAS",497,1394,0.357,2478,5262,0.471,0.209,0.512,2005,1380,2797,1646,821,NA
1610612744,"Golden State Warriors","GSW",625,1832,0.341,2314,4953,0.467,0.27,0.415,2005,1813,2802,1438,717,NA
1610612756,"Phoenix Suns","PHX",837,2097,0.399,2593,5070,0.511,0.293,0.659,2005,2083,2213,1865,993,NA
1610612746,"LA Clippers","LAC",290,843,0.344,2703,5600,0.483,0.131,0.573,2005,825,2381,1557,1663,NA
1610612758,"Sacramento Kings","SAC",494,1408,0.351,2460,5092,0.483,0.217,0.537,2005,1398,2439,2040,609,NA
1610612765,"Detroit Pistons","DET",557,1451,0.384,2426,5107,0.475,0.221,0.78,2005,1447,2122,1629,1354,NA
1610612762,"Utah Jazz","UTA",311,925,0.336,2433,5282,0.461,0.149,0.5,2005,907,2614,1847,826,13
1610612763,"Memphis Grizzlies","MEM",590,1578,0.374,2156,4547,0.474,0.258,0.598,2005,1564,2733,1090,727,NA
1610612739,"Cleveland Cavaliers","CLE",497,1465,0.339,2411,4947,0.487,0.228,0.61,2005,1447,2814,1264,869,NA
1610612760,"Oklahoma City Thunder","OKC",525,1451,0.362,2522,5177,0.487,0.219,0.378,2006,1432,2848,1127,1204,NA
1610612751,"Brooklyn Nets","BKN",609,1676,0.363,2304,4703,0.49,0.263,0.5,2006,1660,2547,1530,629,NA
1610612748,"Miami Heat","MIA",528,1539,0.343,2391,4749,0.503,0.245,0.537,2006,1516,2608,1330,817,NA
1610612753,"Orlando Magic","ORL",342,962,0.356,2533,5128,0.494,0.158,0.488,2006,951,2847,1372,912,NA
1610612750,"Minnesota Timberwolves","MIN",384,1089,0.353,2613,5413,0.483,0.167,0.39,2006,1056,2334,1980,1101,31
1610612759,"San Antonio Spurs","SAS",595,1561,0.381,2404,4767,0.504,0.247,0.707,2006,1545,2572,1294,907,NA
1610612738,"Boston Celtics","BOS",471,1283,0.367,2387,5171,0.462,0.199,0.293,2006,1263,2803,1487,882,19
1610612740,"New Orleans Pelicans","NOP",455,1256,0.362,2516,5418,0.464,0.188,0.476,2006,1245,2950,1442,1028,NA
1610612757,"Portland Trail Blazers","POR",426,1232,0.346,2448,5160,0.474,0.193,0.39,2006,1197,2714,1618,832,NA
1610612755,"Philadelphia 76ers","PHI",284,823,0.345,2648,5585,0.474,0.128,0.427,2006,802,2588,1676,1322,NA
1610612745,"Houston Rockets","HOU",705,1893,0.372,2201,4635,0.475,0.29,0.634,2006,1881,2457,1211,970,9
1610612754,"Indiana Pacers","IND",481,1389,0.346,2391,5172,0.462,0.212,0.427,2006,1368,2538,1399,1235,21
1610612749,"Milwaukee Bucks","MIL",524,1472,0.356,2597,5242,0.495,0.219,0.341,2006,1459,3103,1228,914,NA
1610612761,"Toronto Raptors","TOR",531,1464,0.363,2501,5083,0.492,0.224,0.573,2006,1447,2293,1789,1002,16
1610612741,"Chicago Bulls","CHI",480,1237,0.388,2566,5426,0.473,0.186,0.598,2006,1217,2460,1966,1002,NA
1610612743,"Denver Nuggets","DEN",484,1440,0.336,2680,5365,0.5,0.212,0.549,2006,1416,3074,1457,837,NA
1610612737,"Atlanta Hawks","ATL",341,1038,0.329,2490,5334,0.467,0.163,0.366,2006,1024,2719,1875,743,NA
1610612766,"Charlotte Hornets","CHA",457,1280,0.357,2503,5363,0.467,0.193,0.402,2006,1262,2855,1658,854,14
1610612752,"New York Knicks","NYK",474,1370,0.346,2429,4986,0.487,0.216,0.402,2006,1346,3186,1149,654,NA
1610612747,"Los Angeles Lakers","LAL",608,1724,0.353,2495,4940,0.505,0.259,0.512,2006,1700,2806,1312,825,NA
1610612742,"Dallas Mavericks","DAL",535,1404,0.381,2475,5038,0.491,0.218,0.817,2006,1381,2208,1586,1248,NA
1610612764,"Washington Wizards","WAS",561,1614,0.348,2509,5206,0.482,0.237,0.5,2006,1600,2664,1830,711,15
1610612744,"Golden State Warriors","GSW",700,1966,0.356,2561,5082,0.504,0.279,0.512,2006,1947,3200,1213,669,NA
1610612756,"Phoenix Suns","PHX",785,1965,0.399,2603,4890,0.532,0.287,0.744,2006,1948,2573,1386,932,NA
1610612746,"LA Clippers","LAC",314,903,0.348,2566,5415,0.474,0.143,0.488,2006,886,2271,1608,1534,NA
1610612758,"Sacramento Kings","SAC",530,1513,0.35,2411,5019,0.48,0.232,0.402,2006,1504,2625,1668,726,NA
1610612765,"Detroit Pistons","DET",449,1305,0.344,2493,5179,0.481,0.201,0.646,2006,1290,2345,1402,1433,14
1610612762,"Utah Jazz","UTA",354,1056,0.335,2715,5415,0.501,0.163,0.622,2006,1039,2844,1667,906,NA
1610612763,"Memphis Grizzlies","MEM",500,1362,0.367,2498,5086,0.491,0.211,0.268,2006,1338,2912,1334,842,NA
1610612739,"Cleveland Cavaliers","CLE",494,1404,0.352,2484,5254,0.473,0.211,0.61,2006,1387,2772,1423,1060,16
1610612760,"Oklahoma City Thunder","OKC",313,939,0.333,2812,6093,0.462,0.134,0.244,2007,930,2814,1948,1334,NA
1610612751,"Brooklyn Nets","BKN",498,1430,0.348,2358,5020,0.47,0.222,0.415,2007,1402,2645,1650,724,NA
1610612748,"Miami Heat","MIA",491,1373,0.358,2317,4963,0.467,0.217,0.183,2007,1353,2210,1866,889,NA
1610612753,"Orlando Magic","ORL",801,2074,0.386,2257,4372,0.516,0.322,0.634,2007,2052,2651,849,874,NA
1610612750,"Minnesota Timberwolves","MIN",441,1259,0.35,2635,5558,0.474,0.185,0.268,2007,1227,2981,1403,1174,NA
1610612759,"San Antonio Spurs","SAS",594,1610,0.369,2344,4814,0.487,0.251,0.683,2007,1584,2347,1471,1009,NA
1610612738,"Boston Celtics","BOS",596,1564,0.381,2390,4722,0.506,0.249,0.805,2007,1548,2572,1326,822,NA
1610612740,"New Orleans Pelicans","NOP",630,1621,0.389,2534,5175,0.49,0.239,0.683,2007,1608,2548,1545,1084,11
1610612757,"Portland Trail Blazers","POR",538,1426,0.377,2397,5120,0.468,0.218,0.5,2007,1386,1991,2035,1099,35
1610612755,"Philadelphia 76ers","PHI",302,952,0.317,2754,5696,0.483,0.143,0.488,2007,919,2913,1506,1277,33
1610612745,"Houston Rockets","HOU",583,1707,0.342,2420,4991,0.485,0.255,0.671,2007,1687,2638,1382,974,NA
1610612754,"Indiana Pacers","IND",755,2021,0.374,2347,4972,0.472,0.289,0.439,2007,1996,2458,1513,1005,NA
1610612749,"Milwaukee Bucks","MIL",452,1313,0.344,2574,5432,0.474,0.195,0.317,2007,1294,2958,1416,1063,14
1610612761,"Toronto Raptors","TOR",572,1459,0.392,2576,5267,0.489,0.217,0.5,2007,1438,2199,2114,955,20
1610612741,"Chicago Bulls","CHI",474,1305,0.363,2513,5556,0.452,0.19,0.402,2007,1286,2556,1932,1070,NA
1610612743,"Denver Nuggets","DEN",569,1605,0.355,2738,5433,0.504,0.228,0.61,2007,1567,3036,1465,934,NA
1610612737,"Atlanta Hawks","ATL",384,1078,0.356,2591,5474,0.473,0.165,0.451,2007,1051,2834,1709,935,23
1610612766,"Charlotte Hornets","CHA",529,1443,0.367,2431,5111,0.476,0.22,0.39,2007,1432,2736,1500,876,NA
1610612752,"New York Knicks","NYK",490,1454,0.337,2477,5303,0.467,0.215,0.28,2007,1428,3061,1313,931,24
1610612747,"Los Angeles Lakers","LAL",662,1751,0.378,2586,5067,0.51,0.257,0.695,2007,1735,2788,1452,827,NA
1610612742,"Dallas Mavericks","DAL",494,1403,0.352,2531,5112,0.495,0.215,0.622,2007,1376,2191,1579,1344,NA
1610612764,"Washington Wizards","WAS",575,1614,0.356,2411,5081,0.475,0.241,0.524,2007,1601,2627,1543,913,NA
1610612744,"Golden State Warriors","GSW",761,2185,0.348,2642,5221,0.506,0.295,0.585,2007,2153,3293,1273,661,NA
1610612756,"Phoenix Suns","PHX",694,1764,0.393,2698,5018,0.538,0.26,0.671,2007,1755,2602,1434,983,NA
1610612746,"LA Clippers","LAC",350,1079,0.324,2470,5366,0.46,0.167,0.28,2007,1061,2240,1875,1251,18
1610612758,"Sacramento Kings","SAC",510,1367,0.373,2533,5191,0.488,0.208,0.463,2007,1356,2758,1568,865,NA
1610612765,"Detroit Pistons","DET",487,1330,0.366,2512,5221,0.481,0.203,0.72,2007,1313,2063,1934,1225,NA
1610612762,"Utah Jazz","UTA",407,1095,0.372,2872,5497,0.522,0.166,0.659,2007,1060,2956,1729,827,NA
1610612763,"Memphis Grizzlies","MEM",620,1779,0.349,2440,4958,0.492,0.264,0.268,2007,1743,2874,1195,889,NA
1610612739,"Cleveland Cavaliers","CLE",552,1544,0.358,2385,5153,0.463,0.231,0.549,2007,1533,2594,1592,965,NA
1610612760,"Oklahoma City Thunder","OKC",328,948,0.346,2671,5767,0.463,0.141,0.28,2008,937,2936,1658,1170,NA
1610612751,"Brooklyn Nets","BKN",651,1734,0.375,2273,4801,0.473,0.265,0.415,2008,1719,2523,1409,872,12
1610612748,"Miami Heat","MIA",582,1630,0.357,2452,5015,0.489,0.245,0.524,2008,1599,2374,1646,1001,NA
1610612753,"Orlando Magic","ORL",817,2147,0.381,2112,4269,0.495,0.335,0.72,2008,2131,2357,995,920,NA
1610612750,"Minnesota Timberwolves","MIN",543,1539,0.353,2443,5227,0.467,0.227,0.293,2008,1516,2912,1329,987,NA
1610612759,"San Antonio Spurs","SAS",624,1618,0.386,2417,4914,0.492,0.248,0.659,2008,1570,2361,1665,920,16
1610612738,"Boston Celtics","BOS",538,1355,0.397,2537,4978,0.51,0.214,0.756,2008,1347,2682,1410,887,NA
1610612740,"New Orleans Pelicans","NOP",555,1524,0.364,2355,4840,0.487,0.239,0.598,2008,1513,2298,1356,1188,NA
1610612757,"Portland Trail Blazers","POR",596,1555,0.383,2422,4939,0.49,0.239,0.659,2008,1521,2482,1500,959,32
1610612755,"Philadelphia 76ers","PHI",341,1071,0.318,2656,5460,0.486,0.164,0.5,2008,1050,2978,1331,1150,22
1610612745,"Houston Rockets","HOU",621,1655,0.375,2338,4870,0.48,0.254,0.646,2008,1627,2734,1082,1052,NA
1610612754,"Indiana Pacers","IND",652,1725,0.378,2568,5355,0.48,0.244,0.439,2008,1704,2819,1584,955,18
1610612749,"Milwaukee Bucks","MIL",511,1407,0.363,2498,5347,0.467,0.208,0.415,2008,1398,2604,1633,1108,11
1610612761,"Toronto Raptors","TOR",479,1289,0.372,2575,5384,0.478,0.193,0.402,2008,1268,2232,1965,1190,NA
1610612741,"Chicago Bulls","CHI",493,1291,0.382,2633,5553,0.474,0.189,0.5,2008,1267,2652,2008,898,NA
1610612743,"Denver Nuggets","DEN",548,1477,0.371,2510,5033,0.499,0.227,0.659,2008,1453,2911,1405,718,23
1610612737,"Atlanta Hawks","ATL",595,1629,0.365,2359,4818,0.49,0.253,0.573,2008,1609,2464,1414,940,NA
1610612766,"Charlotte Hornets","CHA",490,1339,0.366,2376,4960,0.479,0.213,0.427,2008,1313,2866,1379,716,25
1610612752,"New York Knicks","NYK",823,2284,0.36,2334,4807,0.486,0.322,0.39,2008,2252,2949,1093,773,NA
1610612747,"Los Angeles Lakers","LAL",545,1513,0.36,2760,5465,0.505,0.217,0.793,2008,1497,2954,1368,1143,NA
1610612742,"Dallas Mavericks","DAL",571,1632,0.35,2557,5138,0.498,0.241,0.61,2008,1613,2220,1635,1284,18
1610612764,"Washington Wizards","WAS",395,1198,0.33,2599,5457,0.476,0.18,0.232,2008,1186,2849,1615,995,NA
1610612744,"Golden State Warriors","GSW",550,1474,0.373,2681,5580,0.48,0.209,0.354,2008,1452,2965,1776,838,23
1610612756,"Phoenix Suns","PHX",552,1444,0.382,2820,5250,0.537,0.216,0.561,2008,1419,3159,1057,1037,NA
1610612746,"LA Clippers","LAC",535,1512,0.354,2420,5183,0.467,0.226,0.232,2008,1480,2838,1458,885,34
1610612758,"Sacramento Kings","SAC",586,1593,0.368,2404,5091,0.472,0.238,0.207,2008,1568,2651,1533,912,NA
1610612765,"Detroit Pistons","DET",377,1079,0.349,2604,5480,0.475,0.165,0.476,2008,1062,2212,1997,1275,NA
1610612762,"Utah Jazz","UTA",392,1122,0.349,2751,5501,0.5,0.169,0.585,2008,1101,2990,1718,798,NA
1610612763,"Memphis Grizzlies","MEM",398,1105,0.36,2467,5205,0.474,0.175,0.293,2008,1089,2825,1434,948,NA
1610612739,"Cleveland Cavaliers","CLE",656,1670,0.393,2366,4784,0.495,0.259,0.805,2008,1656,2253,1689,845,NA
1610612760,"Oklahoma City Thunder","OKC",418,1229,0.34,2645,5400,0.49,0.185,0.61,2009,1223,2822,1476,1101,NA
1610612751,"Brooklyn Nets","BKN",377,1185,0.318,2436,5369,0.454,0.181,0.146,2009,1172,2778,1495,1095,14
1610612748,"Miami Heat","MIA",494,1426,0.346,2490,5092,0.489,0.219,0.573,2009,1412,2238,1667,1187,NA
1610612753,"Orlando Magic","ORL",841,2241,0.375,2164,4153,0.521,0.35,0.72,2009,2215,2463,921,769,NA
1610612750,"Minnesota Timberwolves","MIN",403,1181,0.341,2703,5742,0.471,0.171,0.183,2009,1154,2903,1450,1389,27
1610612759,"San Antonio Spurs","SAS",553,1545,0.358,2596,5112,0.508,0.232,0.61,2009,1532,2807,1349,956,NA
1610612738,"Boston Celtics","BOS",499,1432,0.348,2540,4861,0.523,0.228,0.61,2009,1416,2790,1181,890,NA
1610612740,"New Orleans Pelicans","NOP",571,1572,0.363,2607,5270,0.495,0.23,0.451,2009,1562,2689,1397,1184,NA
1610612757,"Portland Trail Blazers","POR",491,1388,0.354,2483,5065,0.49,0.215,0.61,2009,1358,2294,1645,1126,NA
1610612755,"Philadelphia 76ers","PHI",474,1381,0.343,2613,5325,0.491,0.206,0.329,2009,1356,2653,1400,1271,26
1610612745,"Houston Rockets","HOU",645,1836,0.351,2448,5085,0.481,0.265,0.512,2009,1819,3012,1140,932,NA
1610612754,"Indiana Pacers","IND",658,1894,0.347,2361,4927,0.479,0.278,0.39,2009,1879,2604,1425,898,NA
1610612749,"Milwaukee Bucks","MIL",643,1807,0.356,2405,5185,0.464,0.258,0.561,2009,1799,2676,1460,1047,10
1610612761,"Toronto Raptors","TOR",518,1397,0.371,2681,5234,0.512,0.211,0.488,2009,1356,2691,1579,964,41
1610612741,"Chicago Bulls","CHI",352,1065,0.331,2729,5759,0.474,0.156,0.5,2009,1053,2736,2045,978,NA
1610612743,"Denver Nuggets","DEN",544,1517,0.359,2580,5161,0.5,0.227,0.646,2009,1500,2850,1452,858,NA
1610612737,"Atlanta Hawks","ATL",524,1453,0.361,2657,5346,0.497,0.214,0.646,2009,1434,2892,1609,845,19
1610612766,"Charlotte Hornets","CHA",460,1330,0.346,2398,4975,0.482,0.211,0.537,2009,1309,3033,1278,664,21
1610612752,"New York Knicks","NYK",743,2145,0.346,2384,4731,0.504,0.312,0.354,2009,2125,2701,1392,638,20
1610612747,"Los Angeles Lakers","LAL",532,1562,0.341,2612,5313,0.492,0.227,0.695,2009,1542,2860,1310,1142,21
1610612742,"Dallas Mavericks","DAL",558,1497,0.373,2582,5262,0.491,0.221,0.671,2009,1481,2480,1543,1239,NA
1610612764,"Washington Wizards","WAS",432,1225,0.353,2576,5475,0.471,0.183,0.317,2009,1208,2607,1835,1033,NA
1610612744,"Golden State Warriors","GSW",633,1687,0.375,2696,5407,0.499,0.238,0.317,2009,1667,2701,1817,889,NA
1610612756,"Phoenix Suns","PHX",730,1770,0.412,2609,5018,0.52,0.261,0.659,2009,1752,2715,1258,1045,18
1610612746,"LA Clippers","LAC",482,1456,0.331,2519,5144,0.49,0.221,0.354,2009,1433,2768,1375,1001,NA
1610612758,"Sacramento Kings","SAC",481,1382,0.348,2662,5512,0.483,0.2,0.305,2009,1365,3109,1514,889,NA
1610612765,"Detroit Pistons","DET",372,1188,0.313,2566,5412,0.474,0.18,0.329,2009,1173,2629,1515,1267,NA
1610612762,"Utah Jazz","UTA",439,1207,0.364,2788,5368,0.519,0.184,0.646,2009,1193,3125,1447,796,NA
1610612763,"Memphis Grizzlies","MEM",344,1020,0.337,2879,5855,0.492,0.148,0.488,2009,989,3329,1398,1128,31
1610612739,"Cleveland Cavaliers","CLE",601,1581,0.38,2499,4809,0.52,0.247,0.744,2009,1566,2696,1366,746,16
1610612760,"Oklahoma City Thunder","OKC",487,1403,0.347,2579,5206,0.495,0.212,0.671,2010,1391,2731,1435,1038,14
1610612751,"Brooklyn Nets","BKN",459,1337,0.343,2459,5301,0.464,0.201,0.293,2010,1315,2662,1503,1136,22
1610612748,"Miami Heat","MIA",546,1477,0.37,2484,4822,0.515,0.234,0.707,2010,1465,2278,1678,865,13
1610612753,"Orlando Magic","ORL",770,2101,0.366,2186,4308,0.507,0.328,0.634,2010,2077,2439,1052,817,24
1610612750,"Minnesota Timberwolves","MIN",589,1565,0.376,2501,5449,0.459,0.223,0.207,2010,1536,2992,1431,1024,31
1610612759,"San Antonio Spurs","SAS",685,1725,0.397,2463,4901,0.503,0.26,0.744,2010,1716,2745,1109,1047,NA
1610612738,"Boston Celtics","BOS",408,1119,0.365,2615,5100,0.513,0.18,0.683,2010,1111,2619,1578,903,NA
1610612740,"New Orleans Pelicans","NOP",444,1232,0.36,2500,5184,0.482,0.192,0.561,2010,1212,2531,1519,1134,20
1610612757,"Portland Trail Blazers","POR",517,1502,0.344,2433,5096,0.477,0.228,0.585,2010,1479,2745,1358,992,NA
1610612755,"Philadelphia 76ers","PHI",443,1247,0.355,2682,5528,0.485,0.184,0.5,2010,1232,2657,1436,1434,NA
1610612745,"Houston Rockets","HOU",676,1841,0.367,2493,5132,0.486,0.264,0.524,2010,1823,2923,1238,971,NA
1610612754,"Indiana Pacers","IND",585,1652,0.354,2418,5134,0.471,0.243,0.451,2010,1638,2657,1447,1030,NA
1610612749,"Milwaukee Bucks","MIL",483,1413,0.342,2331,5130,0.454,0.216,0.427,2010,1402,2598,1481,1050,NA
1610612761,"Toronto Raptors","TOR",345,1091,0.316,2799,5664,0.494,0.162,0.268,2010,1073,3006,1654,1004,18
1610612741,"Chicago Bulls","CHI",511,1415,0.361,2531,5172,0.489,0.215,0.756,2010,1390,2838,1506,827,NA
1610612743,"Denver Nuggets","DEN",661,1700,0.389,2483,4909,0.506,0.257,0.61,2010,1682,3062,1230,617,18
1610612737,"Atlanta Hawks","ATL",502,1426,0.352,2469,5002,0.494,0.222,0.537,2010,1413,2363,1759,880,13
1610612766,"Charlotte Hornets","CHA",393,1202,0.327,2480,5162,0.48,0.189,0.415,2010,1181,2885,1493,784,NA
1610612752,"New York Knicks","NYK",765,2079,0.368,2375,4786,0.496,0.303,0.512,2010,2066,2752,1226,807,NA
1610612747,"Los Angeles Lakers","LAL",522,1485,0.352,2604,5270,0.494,0.22,0.695,2010,1460,2835,1347,1088,25
